County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,72181,4630,3485,437,0.0482814,40.71455,-74.00714,2020-04-06 23:21 EDT
Nassau,New York,15616,1218,381,219,0.0243981,40.7416523,-73.58899620000001,2020-04-06 23:21 EDT
Westchester,New York,14294,571,211,14,0.014761400000000001,41.163197600000004,-73.7560629,2020-04-06 23:21 EDT
Suffolk,New York,14185,1056,199,24,0.014028899999999999,40.8773281,-72.85898040000001,2020-04-06 23:21 EDT
Rockland,New York,5703,377,119,50,0.0208662,41.152374,-74.0240103,2020-04-06 23:21 EDT
Orange,New York,3533,346,76,23,0.0215115,41.4020682,-74.30559570000001,2020-04-06 23:21 EDT
Dutchess,New York,1189,112,9,1,0.0075694,41.7647751,-73.7428168,2020-04-06 23:21 EDT
Erie,New York,1148,89,30,3,0.0261324,42.7638212,-78.7322497,2020-04-06 23:21 EDT
Monroe,New York,574,26,26,7,0.0452962,43.1460428,-77.69674909999999,2020-04-06 23:21 EDT
Ulster,New York,382,24,4,0,0.0104712,41.95986,-73.99033,2020-04-06 23:21 EDT
Onondaga,New York,377,13,5,0,0.013262600000000001,43.004870000000004,-76.1836,2020-04-06 23:21 EDT
Putnam,New York,345,31,7,0,0.0202899,41.426534499999995,-73.7494999,2020-04-06 23:21 EDT
Albany,New York,319,14,8,0,0.0250784,42.65155,-73.75520999999999,2020-04-06 23:21 EDT
Sullivan,New York,253,60,6,1,0.0237154,41.7163135,-74.7681108,2020-04-06 23:21 EDT
Saratoga,New York,153,3,4,3,0.0261438,43.06974,-73.63661,2020-04-06 23:21 EDT
Schenectady,New York,138,10,7,0,0.050724599999999995,42.81238,-73.94122,2020-04-06 23:21 EDT
Niagara,New York,120,4,0,0,0.0,43.1999815,-78.74522259999999,2020-04-06 23:21 EDT
Tompkins,New York,102,7,0,0,0.0,42.449335,-76.4706436,2020-04-06 23:21 EDT
Oneida,New York,100,5,2,0,0.02,43.243065,-75.425836,2020-04-06 23:21 EDT
Madison,New York,92,3,2,0,0.0217391,42.9129075,-75.669789,2020-04-06 23:21 EDT
Broome,New York,76,5,5,0,0.0657895,42.160218,-75.8196459,2020-04-06 23:21 EDT
Steuben,New York,75,2,4,3,0.05333330000000001,42.2678268,-77.383826,2020-04-06 23:21 EDT
Rensselaer,New York,74,0,2,1,0.027027,42.7108626,-73.5097379,2020-04-06 23:21 EDT
Columbia,New York,70,1,3,0,0.042857099999999995,42.2500108,-73.6318613,2020-04-06 23:21 EDT
St. Lawrence,New York,61,0,0,0,0.0,44.17727,-76.16771999999999,2020-04-06 23:21 EDT
Chemung,New York,47,9,0,0,0.0,42.1411881,-76.76001059999999,2020-04-06 23:21 EDT
Chenango,New York,46,3,0,0,0.0,42.493494399999996,-75.61153709999999,2020-04-06 23:21 EDT
Clinton,New York,36,3,0,0,0.0,44.7904,-73.6006,2020-04-06 23:21 EDT
Oswego,New York,34,2,0,0,0.0,43.436525700000004,-76.149244,2020-04-06 23:21 EDT
Wayne,New York,34,2,0,0,0.0,42.474131,-77.09816,2020-04-06 23:21 EDT
Jefferson,New York,33,7,0,0,0.0,44.0410342,-75.9122553,2020-04-06 23:21 EDT
Ontario,New York,32,0,0,0,0.0,42.852889399999995,-77.299811,2020-04-06 23:21 EDT
Otsego,New York,29,0,1,0,0.0344828,42.6337375,-75.0325623,2020-04-06 23:21 EDT
Delaware,New York,29,2,1,0,0.0344828,42.198043299999995,-74.966352,2020-04-06 23:21 EDT
Warren,New York,26,1,0,0,0.0,43.5592099,-73.8588116,2020-04-06 23:21 EDT
Herkimer,New York,25,3,3,0,0.12,43.0259,-74.98433,2020-04-06 23:21 EDT
Livingston,New York,24,0,1,0,0.041666699999999994,42.728083500000004,-77.7754386,2020-04-06 23:21 EDT
Greene,New York,24,0,0,0,0.0,42.27654570000001,-74.12261590000001,2020-04-06 23:21 EDT
Wyoming,New York,23,1,1,0,0.043478300000000004,42.7024266,-78.22443259999999,2020-04-06 23:21 EDT
Genesee,New York,23,1,1,0,0.043478300000000004,43.0009402,-78.1936949,2020-04-06 23:21 EDT
Washington,New York,19,1,1,0,0.0526316,43.312271100000004,-73.4309623,2020-04-06 23:21 EDT
Chautauqua,New York,18,0,2,1,0.1111111,42.2282627,-79.366433,2020-04-06 23:21 EDT
Allegany,New York,17,1,1,0,0.0588235,42.2573979,-78.02755440000001,2020-04-06 23:21 EDT
Montgomery,New York,15,0,1,0,0.0666667,42.90229179999999,-74.4396009,2020-04-06 23:21 EDT
Cortland,New York,14,0,0,0,0.0,42.5950011,-76.07023740000001,2020-04-06 23:21 EDT
Orleans,New York,13,2,0,0,0.0,43.2521006,-78.2312468,2020-04-06 23:21 EDT
Cattaraugus,New York,12,2,0,0,0.0,42.2485958,-78.678812,2020-04-06 23:21 EDT
Cayuga,New York,11,3,0,0,0.0,42.921452,-76.54917490000001,2020-04-06 23:21 EDT
Fulton,New York,11,2,0,0,0.0,43.1124027,-74.4351628,2020-04-06 23:21 EDT
Schoharie,New York,11,0,0,0,0.0,42.5882075,-74.44213590000001,2020-04-06 23:21 EDT
Franklin,New York,10,0,0,0,0.0,44.5926754,-74.3034218,2020-04-06 23:21 EDT
Essex,New York,9,0,0,0,0.0,44.107557,-73.7912585,2020-04-06 23:21 EDT
