County_Name,State_Name,Confirmed,New,Death,Fatality_Rate,Latitude,Longitude,Last_Update
Shasta,California,1,0,0,0.0,40.598279999999995,-122.49095,2020-03-18 19:42 EDT
Nevada,California,1,0,0,0.0,39.2616,-121.0161,2020-03-18 19:42 EDT
Kern,California,1,0,0,0.0,35.3428164,-118.7299395,2020-03-18 19:42 EDT
Bergen,New Jersey,114,30,2,0.0175439,40.9594915,-74.074442,2020-03-18 19:42 EDT
Essex,New Jersey,45,13,1,0.0222222,40.7877926,-74.2476006,2020-03-18 19:42 EDT
Middlesex,New Jersey,40,18,0,0.0,40.57936,-74.50067,2020-03-18 19:42 EDT
Hudson,New Jersey,34,10,1,0.0294118,40.740342299999995,-74.07410970000001,2020-03-18 19:42 EDT
Monmouth,New Jersey,32,10,1,0.03125,40.2600411,-74.2219463,2020-03-18 19:42 EDT
Union,New Jersey,26,11,0,0.0,40.69635,-74.26957,2020-03-18 19:42 EDT
Morris,New Jersey,19,12,0,0.0,40.862019000000004,-74.5442741,2020-03-18 19:42 EDT
Passaic,New Jersey,18,8,0,0.0,40.86034,-74.12374,2020-03-18 19:42 EDT
Somerset,New Jersey,16,9,0,0.0,40.49859,-74.52249,2020-03-18 19:42 EDT
Mercer,New Jersey,15,6,0,0.0,40.2833191,-74.70157370000001,2020-03-18 19:42 EDT
Burlington,New Jersey,10,5,0,0.0,40.07687,-74.85775,2020-03-18 19:42 EDT
Camden,New Jersey,8,5,0,0.0,39.94525,-75.11913,2020-03-18 19:42 EDT
Ocean,New Jersey,8,4,0,0.0,39.90927429999999,-74.2969653,2020-03-18 19:42 EDT
Hunterdon,New Jersey,6,2,0,0.0,40.5672532,-74.9121792,2020-03-18 19:42 EDT
Atlantic,New Jersey,3,3,0,0.0,39.4806564,-74.6726431,2020-03-18 19:42 EDT
Gloucester,New Jersey,2,0,0,0.0,39.7172011,-75.1416437,2020-03-18 19:42 EDT
Warren,New Jersey,1,1,0,0.0,40.8573236,-74.997063,2020-03-18 19:42 EDT
Miami-Dade,Florida,76,36,0,0.0,25.614182100000004,-80.5679083,2020-03-18 19:42 EDT
Broward,Florida,72,24,1,0.013888900000000001,26.152245399999998,-80.48705340000001,2020-03-18 19:42 EDT
Palm Beach,Florida,19,6,0,0.0,26.70288,-80.03661,2020-03-18 19:42 EDT
Non-Florida-Resident,Florida,16,-5,0,0.0,27.766278999999997,-81.68678299999999,2020-03-18 19:42 EDT
Hillsborough,Florida,14,7,0,0.0,27.930231,-82.3078553,2020-03-18 19:42 EDT
Collier,Florida,13,7,0,0.0,26.116255600000002,-81.3401333,2020-03-18 19:42 EDT
Duval,Florida,13,3,0,0.0,30.478440000000003,-81.62557,2020-03-18 19:42 EDT
Lee,Florida,10,5,1,0.1,26.579651600000002,-81.8246853,2020-03-18 19:42 EDT
Pinellas,Florida,10,6,0,0.0,27.9313392,-82.7219403,2020-03-18 19:42 EDT
Volusia,Florida,9,0,0,0.0,29.169340000000002,-81.52251,2020-03-18 19:42 EDT
Orange,Florida,9,3,1,0.1111111,41.33141,-74.35667,2020-03-18 19:42 EDT
Manatee,Florida,8,1,1,0.125,27.49643,-82.53954,2020-03-18 19:42 EDT
Osceola,Florida,8,2,0,0.0,28.068125800000004,-81.1451965,2020-03-18 19:42 EDT
Alachua,Florida,7,3,0,0.0,29.793090000000003,-82.49428,2020-03-18 19:42 EDT
Seminole,Florida,7,3,0,0.0,28.717001399999997,-81.2363226,2020-03-18 19:42 EDT
Outside-Florida,Florida,5,-1,1,0.2,28.566044899999998,-81.6886488,2020-03-18 19:42 EDT
Sarasota,Florida,5,3,0,0.0,27.338890000000003,-82.53886999999999,2020-03-18 19:42 EDT
Clay,Florida,4,0,2,0.5,29.983055199999995,-81.8577821,2020-03-18 19:42 EDT
St. Johns,Florida,4,2,0,0.0,30.120509999999996,-81.62536,2020-03-18 19:42 EDT
Okaloosa,Florida,3,1,0,0.0,30.7070235,-86.5965082,2020-03-18 19:42 EDT
Pasco,Florida,3,1,0,0.0,28.32453,-82.33624,2020-03-18 19:42 EDT
Citrus,Florida,3,1,0,0.0,28.850778899999998,-82.46594870000001,2020-03-18 19:42 EDT
Lake,Florida,2,1,0,0.0,28.7626197,-81.71155350000001,2020-03-18 19:42 EDT
Brevard,Florida,2,1,0,0.0,28.2934842,-80.73235629999999,2020-03-18 19:42 EDT
Charlotte,Florida,1,0,0,0.0,26.908483299999997,-81.9034392,2020-03-18 19:42 EDT
Nassau,Florida,1,0,0,0.0,30.6107767,-81.80174,2020-03-18 19:42 EDT
Escambia,Florida,1,0,0,0.0,30.700484799999998,-87.37722149999999,2020-03-18 19:42 EDT
Polk,Florida,1,0,0,0.0,27.9488782,-81.6977601,2020-03-18 19:42 EDT
Walton County,Florida,1,1,0,0.0,30.659396,-86.1626806,2020-03-18 19:42 EDT
Sumter,Florida,1,1,0,0.0,28.7047445,-82.0809939,2020-03-18 19:42 EDT
Santa Rosa,Florida,0,-1,1,1.0,30.7314761,-87.01761390000001,2020-03-18 19:42 EDT
Cook,Illinois,178,71,1,0.005618,41.84014929999999,-87.8168232,2020-03-18 19:42 EDT
DuPage,Illinois,45,19,0,0.0,41.851940500000005,-88.0856113,2020-03-18 19:42 EDT
Lake,Illinois,18,11,0,0.0,42.3232765,-88.0035345,2020-03-18 19:42 EDT
Kane,Illinois,4,1,0,0.0,41.9388756,-88.42863929999999,2020-03-18 19:42 EDT
McHenry,Illinois,4,2,0,0.0,42.326209999999996,-88.26731,2020-03-18 19:42 EDT
St. Clair,Illinois,3,1,0,0.0,38.469964700000006,-89.9274997,2020-03-18 19:42 EDT
Sangamon,Illinois,3,-1,0,0.0,39.75815789999999,-89.65888740000001,2020-03-18 19:42 EDT
Clinton,Illinois,3,1,0,0.0,40.1536,-88.9645,2020-03-18 19:42 EDT
Will,Illinois,3,1,0,0.0,41.4450565,-87.9786523,2020-03-18 19:42 EDT
Peoria,Illinois,3,2,0,0.0,40.69236,-89.58799,2020-03-18 19:42 EDT
Kendall,Illinois,2,2,0,0.0,41.590587899999996,-88.4288057,2020-03-18 19:42 EDT
Woodford,Illinois,1,0,0,0.0,40.84437,-89.02781,2020-03-18 19:42 EDT
Cumberland,Illinois,1,0,0,0.0,39.2733283,-88.2401682,2020-03-18 19:42 EDT
Champaign,Illinois,1,0,0,0.0,40.1142,-88.2435,2020-03-18 19:42 EDT
Winnebago,Illinois,1,0,0,0.0,42.265679999999996,-89.24139,2020-03-18 19:42 EDT
Whiteside,Illinois,1,0,0,0.0,41.7553349,-89.9123168,2020-03-18 19:42 EDT
Madison,Illinois,1,1,0,0.0,38.8300622,-89.9017802,2020-03-18 19:42 EDT
Orleans,Louisiana,187,51,6,0.0320856,30.0384318,-89.9005515,2020-03-18 19:42 EDT
Jefferson,Louisiana,40,5,0,0.0,29.9596,-90.17182,2020-03-18 19:42 EDT
St. Tammany,Louisiana,8,2,0,0.0,30.39408,-89.89506999999999,2020-03-18 19:42 EDT
Caddo,Louisiana,5,1,0,0.0,32.75632,-93.97374,2020-03-18 19:42 EDT
Lafourche,Louisiana,3,1,0,0.0,29.765290000000004,-90.76881,2020-03-18 19:42 EDT
St. Charles,Louisiana,3,0,0,0.0,29.905279800000002,-90.3824403,2020-03-18 19:42 EDT
Terrebonne,Louisiana,3,0,0,0.0,29.4300667,-90.8754618,2020-03-18 19:42 EDT
St. Bernard,Louisiana,2,0,0,0.0,29.86715,-89.85868,2020-03-18 19:42 EDT
East Baton Rouge,Louisiana,2,1,0,0.0,30.539265399999998,-91.09217009999999,2020-03-18 19:42 EDT
Bossier,Louisiana,1,0,0,0.0,32.6788619,-93.6053107,2020-03-18 19:42 EDT
St. John the Baptist,Louisiana,1,0,0,0.0,30.078665,-90.5454132,2020-03-18 19:42 EDT
Ascension,Louisiana,1,0,0,0.0,30.2054934,-90.90885829999999,2020-03-18 19:42 EDT
Washington,Louisiana,1,0,0,0.0,30.853392200000002,-90.0405045,2020-03-18 19:42 EDT
Jefferson Parish,Louisiana,0,0,1,1.0,29.7258899,-90.108991,2020-03-18 19:42 EDT
Middlesex,Massachusetts,100,11,0,0.0,42.4855941,-71.3917913,2020-03-18 19:42 EDT
Suffolk,Massachusetts,51,9,0,0.0,42.331891600000006,-71.07537430000001,2020-03-18 19:42 EDT
Norfolk,Massachusetts,45,2,0,0.0,42.119409999999995,-71.33083,2020-03-18 19:42 EDT
Berkshire,Massachusetts,17,3,0,0.0,42.51105,-73.19426,2020-03-18 19:42 EDT
Essex,Massachusetts,14,6,0,0.0,42.632509999999996,-70.78113,2020-03-18 19:42 EDT
Worcester,Massachusetts,10,2,0,0.0,42.26341,-71.80219,2020-03-18 19:42 EDT
Bristol,Massachusetts,5,0,0,0.0,41.7983696,-71.11428120000001,2020-03-18 19:42 EDT
Plymouth,Massachusetts,5,0,0,0.0,41.92808,-70.6568,2020-03-18 19:42 EDT
Barnstable,Massachusetts,2,0,0,0.0,41.70194,-70.30442,2020-03-18 19:42 EDT
Hampden,Massachusetts,2,1,0,0.0,42.064613,-72.422,2020-03-18 19:42 EDT
Franklin,Massachusetts,1,1,0,0.0,42.5865487,-72.5977731,2020-03-18 19:42 EDT
Denver,Colorado,43,5,0,0.0,39.74001,-104.99202,2020-03-18 19:42 EDT
Eagle,Colorado,39,5,0,0.0,39.65565,-106.82788000000001,2020-03-18 19:42 EDT
Jefferson,Colorado,25,12,0,0.0,39.5864316,-105.25040220000001,2020-03-18 19:42 EDT
Arapahoe,Colorado,22,7,0,0.0,39.6497672,-104.33920440000001,2020-03-18 19:42 EDT
Douglas,Colorado,11,3,0,0.0,39.3296664,-104.9295706,2020-03-18 19:42 EDT
Pitkin,Colorado,11,0,0,0.0,39.217125200000005,-106.9167355,2020-03-18 19:42 EDT
Gunnison,Colorado,11,3,0,0.0,38.54526,-106.92692,2020-03-18 19:42 EDT
Boulder,Colorado,11,0,0,0.0,40.01574,-105.27923999999999,2020-03-18 19:42 EDT
Adams,Colorado,10,4,0,0.0,39.8737591,-104.3366349,2020-03-18 19:42 EDT
Weld,Colorado,9,3,1,0.1111111,40.5547727,-104.3924353,2020-03-18 19:42 EDT
El Paso,Colorado,8,4,1,0.125,38.8321269,-104.5255141,2020-03-18 19:42 EDT
Summit,Colorado,5,0,0,0.0,39.6341694,-106.1163607,2020-03-18 19:42 EDT
Larimer,Colorado,4,1,0,0.0,40.666452500000005,-105.46093629999999,2020-03-18 19:42 EDT
Routt,Colorado,2,1,0,0.0,40.484997899999996,-106.9912189,2020-03-18 19:42 EDT
Garfield,Colorado,2,1,0,0.0,39.5992265,-107.90400190000001,2020-03-18 19:42 EDT
Clear Creek,Colorado,2,1,0,0.0,39.6890531,-105.6443322,2020-03-18 19:42 EDT
Pueblo,Colorado,1,0,0,0.0,38.26375,-104.61251999999999,2020-03-18 19:42 EDT
Mesa,Colorado,1,0,0,0.0,39.16616,-108.13888999999999,2020-03-18 19:42 EDT
Fulton,Georgia,49,16,0,0.0,33.7902407,-84.46710999999999,2020-03-18 19:42 EDT
Cobb,Georgia,28,3,1,0.035714300000000004,33.9414802,-84.57663740000001,2020-03-18 19:42 EDT
Bartow,Georgia,19,9,0,0.0,34.237644,-84.84072940000001,2020-03-18 19:42 EDT
DeKalb,Georgia,18,3,0,0.0,33.7715373,-84.22646529999999,2020-03-18 19:42 EDT
Cherokee,Georgia,9,2,0,0.0,34.24398970000001,-84.4762441,2020-03-18 19:42 EDT
Fayette,Georgia,8,3,0,0.0,33.413909100000005,-84.4942725,2020-03-18 19:42 EDT
Gwinnett,Georgia,7,0,0,0.0,33.961188799999995,-84.0235873,2020-03-18 19:42 EDT
Dougherty,Georgia,7,1,2,0.2857143,31.5333249,-84.2162944,2020-03-18 19:42 EDT
Floyd,Georgia,6,0,0,0.0,34.2632424,-85.2145276,2020-03-18 19:42 EDT
Clayton,Georgia,6,1,0,0.0,33.541973,-84.3576995,2020-03-18 19:42 EDT
Lowndes,Georgia,5,1,0,0.0,30.8336283,-83.2676955,2020-03-18 19:42 EDT
Clarke,Georgia,5,2,0,0.0,33.95110570000001,-83.3674122,2020-03-18 19:42 EDT
Gordon,Georgia,3,1,0,0.0,34.5031965,-84.8758788,2020-03-18 19:42 EDT
Coweta,Georgia,3,0,0,0.0,33.3536027,-84.76336690000001,2020-03-18 19:42 EDT
Newton,Georgia,3,2,0,0.0,33.5550066,-83.8502182,2020-03-18 19:42 EDT
Hall,Georgia,3,2,0,0.0,34.3204115,-83.8104354,2020-03-18 19:42 EDT
Paulding,Georgia,3,2,0,0.0,33.920424600000004,-84.8672012,2020-03-18 19:42 EDT
Lee,Georgia,2,0,0,0.0,31.7795972,-84.1408802,2020-03-18 19:42 EDT
Henry,Georgia,2,0,0,0.0,33.4530163,-84.1542628,2020-03-18 19:42 EDT
Troup,Georgia,2,1,0,0.0,33.033518900000004,-85.0282617,2020-03-18 19:42 EDT
Forsyth,Georgia,2,1,0,0.0,34.2249323,-84.1334992,2020-03-18 19:42 EDT
Polk,Georgia,1,0,0,0.0,34.0016881,-85.18810970000001,2020-03-18 19:42 EDT
Charlton,Georgia,1,0,0,0.0,30.7817109,-82.1377648,2020-03-18 19:42 EDT
Richmond,Georgia,1,-2,0,0.0,33.3596297,-82.0736164,2020-03-18 19:42 EDT
Columbia,Georgia,1,1,0,0.0,33.5372481,-82.26219609999998,2020-03-18 19:42 EDT
Houston,Georgia,1,1,0,0.0,32.458946399999995,-83.666175,2020-03-18 19:42 EDT
Whitfield,Georgia,1,1,0,0.0,34.8055258,-84.9672104,2020-03-18 19:42 EDT
Barrow,Georgia,1,1,0,0.0,33.993225200000005,-83.7127253,2020-03-18 19:42 EDT
Dallas,Texas,39,11,0,0.0,32.778220000000005,-96.79512,2020-03-18 19:42 EDT
Harris,Texas,23,7,0,0.0,29.857628000000002,-95.39311140000001,2020-03-18 19:42 EDT
Travis,Texas,23,6,0,0.0,30.3346227,-97.7821898,2020-03-18 19:42 EDT
Fort Bend,Texas,12,2,0,0.0,29.527452500000003,-95.7706508,2020-03-18 19:42 EDT
Collin,Texas,11,3,1,0.0909091,33.1968,-96.80393000000001,2020-03-18 19:42 EDT
Bexar,Texas,11,7,0,0.0,29.4489207,-98.52000770000001,2020-03-18 19:42 EDT
Tarrant,Texas,8,2,1,0.125,32.8173,-97.07655,2020-03-18 19:42 EDT
Montgomery,Texas,7,3,0,0.0,30.38862,-95.69633,2020-03-18 19:42 EDT
Smith,Texas,5,0,0,0.0,32.375056,-95.2691026,2020-03-18 19:42 EDT
Hays,Texas,5,2,0,0.0,30.1227,-97.8722,2020-03-18 19:42 EDT
Denton,Texas,5,4,0,0.0,33.216590000000004,-97.13162,2020-03-18 19:42 EDT
McLennan,Texas,5,5,0,0.0,31.552340299999997,-97.2018059,2020-03-18 19:42 EDT
Galveston,Texas,4,2,0,0.0,29.29532,-94.80790999999999,2020-03-18 19:42 EDT
Williamson,Texas,4,4,0,0.0,30.648067600000005,-97.60077209999999,2020-03-18 19:42 EDT
El Paso,Texas,3,0,0,0.0,31.759159999999998,-106.48749,2020-03-18 19:42 EDT
Bell,Texas,3,1,0,0.0,31.0376588,-97.4780738,2020-03-18 19:42 EDT
Brazoria,Texas,3,1,0,0.0,29.049709999999997,-95.562,2020-03-18 19:42 EDT
Matagorda,Texas,3,1,1,0.3333333,28.691229999999997,-95.96755,2020-03-18 19:42 EDT
Brazos,Texas,3,2,0,0.0,30.6604858,-96.302073,2020-03-18 19:42 EDT
Lubbock,Texas,3,1,0,0.0,33.610193,-101.8204416,2020-03-18 19:42 EDT
Gregg,Texas,1,0,0,0.0,32.480624600000006,-94.816991,2020-03-18 19:42 EDT
Lavaca,Texas,1,0,0,0.0,29.3843289,-96.9301097,2020-03-18 19:42 EDT
Bowie,Texas,1,0,0,0.0,33.559,-97.8486,2020-03-18 19:42 EDT
Webb,Texas,1,0,0,0.0,27.7925,-99.4228,2020-03-18 19:42 EDT
Rusk,Texas,1,0,0,0.0,31.796,-95.1502,2020-03-18 19:42 EDT
Ellis,Texas,1,0,0,0.0,32.3483929,-96.7946042,2020-03-18 19:42 EDT
Wichita,Texas,1,1,0,0.0,33.9841016,-98.7016946,2020-03-18 19:42 EDT
Johnson,Texas,1,1,0,0.0,32.3789903,-97.36641180000001,2020-03-18 19:42 EDT
Comal,Texas,1,1,0,0.0,29.8081844,-98.2781952,2020-03-18 19:42 EDT
Grimes,Texas,1,1,0,0.0,30.543655800000003,-95.98530179999999,2020-03-18 19:42 EDT
Fannin,Texas,1,1,0,0.0,33.593096200000005,-96.1069593,2020-03-18 19:42 EDT
Jefferson,Texas,1,1,0,0.0,29.883664000000003,-94.1692275,2020-03-18 19:42 EDT
DeWitt,Texas,1,1,0,0.0,29.082059,-97.3568176,2020-03-18 19:42 EDT
Montgomery,Pennsylvania,42,8,0,0.0,40.210894200000006,-75.36736379999999,2020-03-18 19:42 EDT
Philadelphia,Pennsylvania,34,15,0,0.0,39.952220000000004,-75.16218,2020-03-18 19:42 EDT
Delaware,Pennsylvania,14,5,0,0.0,39.9167251,-75.39898559999999,2020-03-18 19:42 EDT
Allegheny,Pennsylvania,13,3,0,0.0,40.45082,-80.01615,2020-03-18 19:42 EDT
Cumberland,Pennsylvania,10,0,0,0.0,40.1636766,-77.26538070000001,2020-03-18 19:42 EDT
Bucks,Pennsylvania,9,1,0,0.0,40.336940399999996,-75.1067941,2020-03-18 19:42 EDT
Chester,Pennsylvania,9,3,0,0.0,39.9732037,-75.7484515,2020-03-18 19:42 EDT
Monroe,Pennsylvania,8,0,0,0.0,41.0581159,-75.33939790000001,2020-03-18 19:42 EDT
Pike,Pennsylvania,2,1,0,0.0,41.332025,-75.0338235,2020-03-18 19:42 EDT
Washington,Pennsylvania,2,0,0,0.0,40.16752,-80.24648,2020-03-18 19:42 EDT
Beaver,Pennsylvania,2,1,0,0.0,40.6964,-80.30196,2020-03-18 19:42 EDT
York,Pennsylvania,2,2,0,0.0,39.919932,-76.72645290000001,2020-03-18 19:42 EDT
Wayne,Pennsylvania,1,0,0,0.0,41.648788,-75.30324859999999,2020-03-18 19:42 EDT
Northampton,Pennsylvania,1,0,1,1.0,40.6836,-75.49108000000001,2020-03-18 19:42 EDT
Lehigh,Pennsylvania,1,0,0,0.0,40.6126567,-75.5923206,2020-03-18 19:42 EDT
Luzerne,Pennsylvania,1,0,0,0.0,41.28669,-75.90272,2020-03-18 19:42 EDT
Lancaster,Pennsylvania,1,1,0,0.0,40.0423624,-76.2476733,2020-03-18 19:42 EDT
Lackawanna,Pennsylvania,1,1,0,0.0,41.436856299999995,-75.60918000000001,2020-03-18 19:42 EDT
Berks,Pennsylvania,1,1,0,0.0,40.416337299999995,-75.9260454,2020-03-18 19:42 EDT
Erie,Pennsylvania,1,1,0,0.0,41.991664799999995,-80.0322062,2020-03-18 19:42 EDT
Oakland,Michigan,59,43,0,0.0,42.74214,-83.16174000000001,2020-03-18 19:42 EDT
Wayne,Michigan,23,9,1,0.043478300000000004,42.28515,-83.3836,2020-03-18 19:42 EDT
Macomb,Michigan,10,2,0,0.0,42.69565,-82.92171,2020-03-18 19:42 EDT
Washtenaw,Michigan,7,0,0,0.0,42.2532294,-83.83877629999999,2020-03-18 19:42 EDT
Ingham,Michigan,5,2,0,0.0,42.5970924,-84.37353420000001,2020-03-18 19:42 EDT
