County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,106763,2353,7349,451,0.0688347,40.71455,-74.00714,2020-04-13 22:40 EDT
Nassau,New York,24358,805,910,64,0.0373594,40.7416523,-73.58899620000001,2020-04-13 22:40 EDT
Suffolk,New York,22040,1106,568,50,0.025771299999999997,40.8773281,-72.85898040000001,2020-04-13 22:40 EDT
Westchester,New York,19786,473,557,46,0.0281512,41.163197600000004,-73.7560629,2020-04-13 22:40 EDT
Rockland,New York,7965,244,241,41,0.0302574,41.152374,-74.0240103,2020-04-13 22:40 EDT
Orange,New York,5598,571,171,26,0.0305466,41.4020682,-74.30559570000001,2020-04-13 22:40 EDT
Dutchess,New York,1881,43,13,0,0.006911199999999999,41.7647751,-73.7428168,2020-04-13 22:40 EDT
Erie,New York,1661,37,66,5,0.0397351,42.7638212,-78.7322497,2020-04-13 22:40 EDT
Monroe,New York,823,25,50,0,0.0607533,43.1460428,-77.69674909999999,2020-04-13 22:40 EDT
Ulster,New York,716,61,11,0,0.0153631,41.95986,-73.99033,2020-04-13 22:40 EDT
Onondaga,New York,520,26,11,2,0.021153799999999997,43.004870000000004,-76.1836,2020-04-13 22:40 EDT
Putnam,New York,507,0,7,0,0.0138067,41.426534499999995,-73.7494999,2020-04-13 22:40 EDT
Albany,New York,499,21,14,2,0.028056099999999997,42.65155,-73.75520999999999,2020-04-13 22:40 EDT
Sullivan,New York,380,22,8,1,0.021052599999999998,41.7163135,-74.7681108,2020-04-13 22:40 EDT
Oneida,New York,206,11,3,0,0.0145631,43.243065,-75.425836,2020-04-13 22:40 EDT
Schenectady,New York,204,5,8,1,0.0392157,42.81238,-73.94122,2020-04-13 22:40 EDT
Saratoga,New York,201,5,4,0,0.019900499999999998,43.06974,-73.63661,2020-04-13 22:40 EDT
Niagara,New York,194,0,5,1,0.025773200000000003,43.1999815,-78.74522259999999,2020-04-13 22:40 EDT
Steuben,New York,147,0,11,0,0.0748299,42.2678268,-77.383826,2020-04-13 22:40 EDT
Broome,New York,133,7,8,1,0.0601504,42.160218,-75.8196459,2020-04-13 22:40 EDT
Rensselaer,New York,113,11,6,1,0.05309730000000001,42.7108626,-73.5097379,2020-04-13 22:40 EDT
Tompkins,New York,113,0,0,0,0.0,42.449335,-76.4706436,2020-04-13 22:40 EDT
Madison,New York,110,5,3,0,0.027272700000000004,42.9129075,-75.669789,2020-04-13 22:40 EDT
Columbia,New York,93,6,9,1,0.09677419999999999,42.2500108,-73.6318613,2020-04-13 22:40 EDT
St. Lawrence,New York,89,1,0,0,0.0,44.17727,-76.16771999999999,2020-04-13 22:40 EDT
Genesee,New York,71,1,1,0,0.0140845,43.0009402,-78.1936949,2020-04-13 22:40 EDT
Chenango,New York,65,2,0,0,0.0,42.493494399999996,-75.61153709999999,2020-04-13 22:40 EDT
Chemung,New York,60,0,1,0,0.0166667,42.1411881,-76.76001059999999,2020-04-13 22:40 EDT
Ontario,New York,57,0,0,0,0.0,42.852889399999995,-77.299811,2020-04-13 22:40 EDT
Warren,New York,48,2,0,0,0.0,43.5592099,-73.8588116,2020-04-13 22:40 EDT
Jefferson,New York,46,0,0,0,0.0,44.0410342,-75.9122553,2020-04-13 22:40 EDT
Greene,New York,45,1,0,0,0.0,42.27654570000001,-74.12261590000001,2020-04-13 22:40 EDT
Clinton,New York,44,1,3,1,0.0681818,44.7904,-73.6006,2020-04-13 22:40 EDT
Otsego,New York,43,0,1,0,0.0232558,42.6337375,-75.0325623,2020-04-13 22:40 EDT
Delaware,New York,42,3,3,0,0.07142860000000001,42.198043299999995,-74.966352,2020-04-13 22:40 EDT
Oswego,New York,42,0,2,0,0.047619,43.436525700000004,-76.149244,2020-04-13 22:40 EDT
Wayne,New York,42,0,0,0,0.0,42.474131,-77.09816,2020-04-13 22:40 EDT
Herkimer,New York,38,1,3,0,0.07894739999999999,43.0259,-74.98433,2020-04-13 22:40 EDT
Washington,New York,37,3,1,0,0.027027,43.312271100000004,-73.4309623,2020-04-13 22:40 EDT
Livingston,New York,34,0,3,0,0.0882353,42.728083500000004,-77.7754386,2020-04-13 22:40 EDT
Cayuga,New York,31,0,1,0,0.0322581,42.921452,-76.54917490000001,2020-04-13 22:40 EDT
Wyoming,New York,31,0,1,0,0.0322581,42.7024266,-78.22443259999999,2020-04-13 22:40 EDT
Montgomery,New York,29,0,1,0,0.0344828,42.90229179999999,-74.4396009,2020-04-13 22:40 EDT
Cattaraugus,New York,28,0,0,0,0.0,42.2485958,-78.678812,2020-04-13 22:40 EDT
Allegany,New York,26,0,1,0,0.0384615,42.2573979,-78.02755440000001,2020-04-13 22:40 EDT
Orleans,New York,26,1,0,0,0.0,43.2521006,-78.2312468,2020-04-13 22:40 EDT
